date,quotation,speaker,qids,probas
2016-02-22,"The reality of Brexit would usher in a very uncertain time for the UK economy with the practicalities of leaving the EU to be worked out and actioned and would be negative for sterling,",John Taylor,"['Q12731414', 'Q15130138', 'Q15456302', 'Q16186923', 'Q1627065', 'Q16856011', 'Q16973399', 'Q1699438', 'Q1701587', 'Q1701897', 'Q1813090', 'Q18954409', 'Q19958592', 'Q20630236', 'Q21166060', 'Q21610324', 'Q21997674', 'Q27685616', 'Q3182576', 'Q333991', 'Q336790', 'Q3372772', 'Q3809594', 'Q43392005', 'Q43393811', 'Q45369187', 'Q467927', 'Q51589100', 'Q540283', 'Q541351', 'Q54321809', 'Q54634474', 'Q56645373', 'Q6221862', 'Q6224465', 'Q6234608', 'Q6237112', 'Q6245065', 'Q6247001', 'Q6253916', 'Q6254021', 'Q6260317', 'Q6260345', 'Q6260346', 'Q6260353', 'Q6260364', 'Q6260367', 'Q6260375', 'Q6260379', 'Q6260381', 'Q6260393', 'Q6260396', 'Q961495', 'Q967487']","[['John Taylor', '0.6773'], ['None', '0.3227']]"
2016-08-24,"The vast forces of the anti-Brexit elite are regrouping,",None,[],"[['None', '0.5008'], ['Nigel Farage', '0.4346'], ['Usain Bolt', '0.0646']]"
2016-08-05,"The world is very tense, the political situation here is tense, in the U.S. with (Donald) Trump, the UK with Brexit. This is shown in the ceremony and the solution that comes through tolerance.",Fernando Meirelles,['Q343293'],"[['Fernando Meirelles', '0.5291'], ['None', '0.3465'], ['Marco Balich', '0.0979'], ['Dame Judi Dench', '0.0075'], ['Fernanda Montenegro', '0.0069'], ['Gilberto Gil', '0.0057'], ['Elza Soares', '0.0033'], ['Caetano Veloso', '0.0031']]"
2016-12-16,"Wholesale prices have been rising since early summer and with it the prices of the cheapest fixed deals in the market. Brexit, oil prices and can all be reasons for this and whilst wholesale costs seem to be dropping again slightly the pressure is still on standard priced tariffs going up in the first half of 2017.",Stephen Murray,"['Q20877207', 'Q3498620', 'Q50981090', 'Q57427705', 'Q57493799']","[['Stephen Murray', '0.9065'], ['None', '0.0796'], ['Alan Richards', '0.0139']]"
2016-07-05,"It seems to me that Brexit has global implications... and when an USD11 trillion economy (China) which accounts for a large chunk of the world's commodity demand slows down, you have to take notice.",Neil Williams,['Q6989487'],"[['Neil Williams', '0.8098'], ['None', '0.1703'], ['fund manager', '0.0199']]"
2016-09-29,"The outlook is undoubtedly strengthening all the time now that the Brexit vote is behind us, but we cannot relax our resolve in growing the business,",David Wright,"['Q1173399', 'Q16217703', 'Q21288738', 'Q21453256', 'Q22122541', 'Q260844', 'Q2631275', 'Q29643824', 'Q42323023', 'Q45305146', 'Q47353608', 'Q5241306', 'Q5241307', 'Q5241308', 'Q5241312', 'Q5241313', 'Q5241314', 'Q54675733', 'Q57697274', 'Q57893530', 'Q684849']","[['David Wright', '0.82'], ['None', '0.1783'], ['John Foley', '0.0017']]"
2016-08-27,"There are people who are threatening to try and stop Brexit. The bottom line is that there is nothing that could possibly be allowed to stand in its way. Everyone in Europe is expecting it, the decision has been taken by the British people, and that's it. Let's get on with it.",Bill Cash,"['Q269449', 'Q4908438']","[['Bill Cash', '0.8965'], ['None', '0.1035']]"
2016-09-24,"We are seeing that the Catalan independence adventure is resulting in uncertainty and is full of hurdles, dangers and dead ends. On the other hand, the recent Brexit has revealed how inconvenient it is to leave the European Union,",Juan Blas,['Q2877744'],"[['Juan Blas', '0.8539'], ['None', '0.1408'], ['Inigo Urkullu', '0.0053']]"
2016-02-24,"A Brexit would squeeze the affiliate earnings of numerous U.S. multinationals strategically ensconced in the United Kingdom, and force many companies to rethink their overall EU strategies.... Is corporate America's big bet on the U.K., in general, about to go bad? It's a question U.S. investors need to keep top of mind in the months ahead.",Joseph Quinlan,['Q56703615'],"[['Joseph Quinlan', '0.9234'], ['None', '0.0766']]"
2016-07-04,"Brexit or not, our claim will never change,",Mauricio Macri,['Q561837'],"[['Mauricio Macri', '0.721'], ['None', '0.279']]"
2016-09-02,Brexit raises afresh the issue of independence.,Nicola Sturgeon,['Q467112'],"[['Nicola Sturgeon', '0.5511'], ['None', '0.4489']]"
2016-07-01,Brexit was a rejection of Britain's governing elite. Too bad the elites were right.,None,[],"[['None', '0.6083'], ['Jeremy Shapiro', '0.3917']]"
2016-12-02,"If I tell you that nearly a third of Tory voters from the last election who voted Leave in June voted Liberal Democrat on Thursday, you will see that this is not just about a Remain versus Leave rerun, it's about people trying to say to Theresa May: we do not like the extreme version of Brexit outside the single market you are taking us down.",Tim Farron,['Q304251'],"[['Tim Farron', '0.6977'], ['None', '0.1971'], ['Sarah Olney', '0.1009'], ['Christian Wolmar', '0.0043']]"
2016-07-14,"Perhaps the most key event in the last 24 hours is the Bank of England's decision today not to cut interest rates. They had all but promised rate cuts in the immediate aftermath of the Brexit vote,",Greg Ip,['Q5605757'],"[['Greg Ip', '0.5753'], ['None', '0.3569'], ['Ben Bernanke', '0.0678']]"
2016-07-17,"Talking about shootings, talking about terrorism, talking about the world we live in, talking about Brexit,",Chris Petersen,"['Q5107742', 'Q5107743', 'Q5107744', 'Q5107747']","[['Chris Petersen', '0.9273'], ['None', '0.0727']]"
2016-12-12,"This would send a clear signal about the kind of country the U.K. will be after Brexit and the relationship we want with Europe. We should expect reciprocal deals for Britons living in European countries, but Britain should make the first move to demonstrate goodwill.",Gisela Stuart,['Q328682'],"[['Gisela Stuart', '0.8771'], ['None', '0.1162'], ['Prime Minister Theresa May', '0.0067']]"
2016-12-12,UK finance minister hints at transitional Brexit deal,None,[],"[['None', '0.7086'], ['Prime Minister Theresa May', '0.2914']]"
2016-05-31,All the experts in the world say if we pull out then we'll go into a recession. They say Brexit is synonymous with recession.,Eddie Izzard,['Q254022'],"[['Eddie Izzard', '0.5906'], ['None', '0.4094']]"
2016-07-01,"Near-term downside risks from Brexit fears and US recession risks, but underinvestment poses significant upside risks by end of 2017 and in 2018.",Gaurav Sharma,"['Q23668324', 'Q30603586', 'Q40253314', 'Q42896143', 'Q53850093']","[['Gaurav Sharma', '0.5963'], ['None', '0.4037']]"
2016-07-01,"Of all the post-Brexit outcomes discussed across the City over the past few months, `buying frenzy' was not one that was viewed as very likely,",None,[],"[['None', '0.9568'], ['August Getty', '0.0432']]"
2016-09-22,sicrhau fod Cymru yn gwneud llwyddiant o Brexit.,Alun Cairns,['Q268030'],"[['Alun Cairns', '0.6057'], ['None', '0.3943']]"
2016-08-17,This is encouraging but it will be some months before we get a fuller picture as to how far the Brexit vote has dampened the exceptionally strong jobs growth we have seen in the UK over the past three years,John Hawksworth,"['Q19958044', 'Q6238308']","[['John Hawksworth', '0.9191'], ['None', '0.081']]"
2016-07-30,"US elections, Brexit, terrorism, and China's slowing economy, these are all problems, I have never seen so much market uncertainty at the same time in my decades of experience,",Ronnie Chan,['Q9366956'],"[['Ronnie Chan', '0.9198'], ['None', '0.0781'], ['Yoon Kong', '0.0021']]"
2016-12-27,"We look quite Brexit-y, quite UKIP-y because we laugh at foreigners,",James May,"['Q21457374', 'Q314504', 'Q42322459']","[['James May', '0.9714'], ['None', '0.0253'], ['Richard Hammond', '0.0033']]"
2016-07-07,We made this video in the context of a 500% rise in racist hate crime after the recent Brexit referendum in the UK. It's for Eid and celebrates multiculturalism as a response to the recent surge in racism in the UK,Riz MC,['Q1861917'],"[['Riz MC', '0.9254'], ['None', '0.0746']]"
2016-09-27,"We now appear to see (the) Government signalling the first steps in the right direction, but many still fail to appreciate rather than just being the default position in the absence of a trade deal with the EU in order to deliver the type of Brexit the UK electorate voted for, leaving the single market is in fact the optimal option for the UK economy,",Patrick Minford,['Q7147227'],"[['Patrick Minford', '0.9555'], ['None', '0.0285'], ['Liam Fox', '0.0071'], ['Iain Duncan Smith', '0.0051'], ['George Osborne', '0.0019'], ['Duncan Smith', '0.0019']]"
2016-09-21,"ability to unite the party and to have a longer term post-Brexit vision,",None,[],"[['None', '0.8837'], ['Owen Smith', '0.1163']]"
2016-07-14,But now a completely different political task lies before him-taking on foreign policy responsibility beyond Brexit.,Frank-Walter Steinmeier,['Q76658'],"[['Frank-Walter Steinmeier', '0.9437'], ['None', '0.0428'], ['Boris Johnson', '0.0124'], ['Jean-Marc Ayrault', '0.0011']]"
2016-09-20,Companies should be transparent around what Brexit means to them and communicate this and any expected impact on employees in a timely manner - to all employees.,Mark Quinn,"['Q27530213', 'Q6769359']","[['Mark Quinn', '0.8485'], ['None', '0.1515']]"
2016-07-06,"Global growth has contracted, in other words, growth rates have been reduced and many countires are in recession already. That has nothing at all to do with Brexit... Brexit is actually not an end of globalization. On the contrary, it's about people that rebel against the arrogant elite in the financial centers,",Marc Faber,"['Q117011', 'Q16439149']","[['Marc Faber', '0.6418'], ['None', '0.2628'], ['Ron Paul', '0.0629'], ['Peter Schiff', '0.0325']]"
2016-09-02,"If we are to succeed outside of the European Union, every choice the Government makes must aim to deliver a stronger, more competitive economy and seek to encourage growth in the regions, as well as in London. On both those measures, this report shows Heathrow's future will be crucial in reducing the uncertainties of a post-Brexit world.",Vicky Pryce,['Q7925542'],"[['Vicky Pryce', '0.869'], ['None', '0.131']]"
2016-05-10,"It's convenient to say it's Brexit,",Michael Liebreich,['Q6832244'],"[['Michael Liebreich', '0.8885'], ['None', '0.1115']]"
2016-08-11,"Ms Foster has clearly realised the error of her ways in backing Brexit and, now the horse has bolted, is asking the Conservative government to close the gate.",Claire Hanna,"['Q20631177', 'Q5125217']","[['Claire Hanna', '0.493'], ['None', '0.4912'], ['Theresa May', '0.0159']]"
2016-08-29,"The recent Smith Commission has already been overtaken by Brexit and the new Scotland Act is already out of date and will need revised,",Gordon Brown,"['Q10648', 'Q1537981', 'Q18763895', 'Q20979218', 'Q3110844', 'Q5584912', 'Q5584914', 'Q5584916', 'Q5584919', 'Q5584920', 'Q5584921', 'Q57428588', 'Q59312133']","[['Gordon Brown', '0.8327'], ['None', '0.0812'], ['Nicola Sturgeon', '0.0601'], ['Theresa May', '0.026']]"
2016-07-06,"We know the Fed is concerned about slower job growth, weak business spending, ebbing inflation expectations, and potential Brexit blowback on American shores,",None,[],"[['None', '0.6159'], ['Janet Yellen', '0.3841']]"
2016-12-14,"What gets told to us and what we record certainly went up after Brexit,",Sir Bernard Hogan-Howe,['Q2898066'],"[['Sir Bernard Hogan-Howe', '0.766'], ['None', '0.1915'], ['Alex Younger', '0.0425']]"
2016-12-14,"Do you see any similarities between the Brexit vote in the U.K. and the Donald Trump vote here in the United States, and are there any lessons there?",Sharyl Attkisson,['Q7490510'],"[['Sharyl Attkisson', '0.7355'], [""David O'Sullivan"", '0.1565'], ['None', '0.108']]"
2016-09-19,"I really hope she is going to set the tone for what kind of a country we can be post-Brexit and with her new leadership. Hopefully, she will want to portray us as an open, tolerant, welcoming society that wants to play an important role on the global stage and lead an appropriate global humanitarian response.",None,[],"[['None', '0.7534'], ['PM Theresa May', '0.2466']]"
2016-09-07,I would envisage that Ford management are looking at their manufacturing decisions in light of the Brexit vote.,Ken Skates,['Q6388501'],"[['Ken Skates', '0.6917'], ['None', '0.3083']]"
2016-08-01,"Immigration played a role in the Brexit campaign, though it seems that voters may not have made a clear distinction between EU and non-EU inward movement. Still, Thursday's vote was, at heart, a plebiscite on what it means to British.",Richard Reeves,"['Q16193319', 'Q7328634', 'Q7328635']","[['Richard Reeves', '0.8191'], ['David Wessel', '0.0933'], ['None', '0.0876']]"
