date,quotation,speaker,qids,probas
2020-02-11,"Overall, shoppers were more confident in January, with only 25% expecting to be financially worse off in the year ahead -- the lowest level since June 2018. Fewer expect food prices to be much more expensive in the next year, with 11% of shoppers taking this view compared with 19% in September 2019. Fewer were also as concerned about the future of the UK economy as Brexit preparations proceed, and less were concerned about their personal finances.",None,[],"[['None', '0.8609'], ['Liz Wells', '0.1391']]"
2020-01-12,Both sides in this negotiation in the next stage of Brexit has a vested interest in working together-not to try to outmanoeuvre each other.,None,[],"[['None', '0.7943'], ['Mark Carney', '0.1267'], ['Jacob Rees-Mogg', '0.079']]"
2020-01-31,"Brexit means that the UK will be much more in the position of just having to take what the other side says,",None,[],"[['None', '0.8611'], ['President Donald Trump', '0.0781'], ['Mike Thompson', '0.0609']]"
2020-02-16,"Corbyn has cultivated an image of an ordinary guy -- `one of the people' as they say -- and he thrives on people's inability to not think for themselves. The case of Corbyn is very strange because you cannot see what the source of his charisma is. But in the anti-charisma of Corbyn is his charisma, in the nothingness of Corbyn, people wrote their own message. I don't understand why anybody would even admire a better version of Corbyn but people liked and still like him. And they are now saying that there was nothing wrong with Corbyn, it was Brexit did it,",Jeremy Corbyn,['Q291169'],"[['Jeremy Corbyn', '0.5514'], ['Howard Jacobson', '0.3947'], ['None', '0.0539']]"
2020-01-14,"In 2014 the all-party Smith Commission accepted that nothing prevented Scotland becoming an independent country if the people of Scotland chose that path. Since then the Tories have been consistently rejected in Scotland, as has their Brexit project. The people of Scotland are sovereign, they alone have the right to decide their future.",Willie Rennie,['Q2581473'],"[['Willie Rennie', '0.7673'], ['None', '0.1394'], ['Patrick Harvie', '0.0933']]"
2020-01-30,Moves to dilute the UK's commitment to `non-regression' after Brexit have been the subject of concern across the environment sector and CIWM will be working with other organisations and initiatives on this and other areas of concern over the coming months.,Pat Jennings,['Q311711'],"[['Pat Jennings', '0.954'], ['None', '0.046']]"
2020-01-21,"The people of Scotland must have the choice of a better future as an independent country in the EU over a broken Brexit Britain - and that decision lies solely with the people of Scotland, not Boris Johnson.",Philippa Whitford,['Q19874405'],"[['Philippa Whitford', '0.8741'], ['None', '0.1259']]"
2020-01-13,"We have a deal on Brexit, in many ways that was the big job of this government, our magnum opus to secure a deal on Brexit. We have the institutions up and running in Northern Ireland which the Tanaiste (Simon Coveney) and I have put a huge amount of work in to, particularly the Tanaiste. And also the arithmetic in the Dail has changed and that's the reality of that.",None,[],"[['None', '0.6856'], ['Eoghan Murphy', '0.1658'], ['John McGuinness', '0.1486']]"
2020-01-27,The Japanese feel they have been let down by Brexit and don't feel honour-bound to stay here.,David Bailey,"['Q14945708', 'Q3703094', 'Q43127011', 'Q5230657', 'Q5231041', 'Q5231042', 'Q5231043', 'Q5231044', 'Q5231045', 'Q5231046', 'Q5231047', 'Q902568']","[['David Bailey', '0.9354'], ['None', '0.0646']]"
2020-01-12,"But it is entertaining to watch royalists, hopped-up on Brexit fumes and racial entitlement, froth about this uppity woman, who has the temerity to not even be British, luring a prince away from their suffocating clutches.",None,[],"[['None', '0.7048'], ['Duchess of Sussex', '0.2952']]"
2020-01-29,Partition and Brexit are ugly impositions that have burdened Ireland for years. Because of Partition Brexit is stripping away our democratic and social rights.,Martina Anderson,['Q4992676'],"[['Martina Anderson', '0.8857'], ['None', '0.1143']]"
2020-02-10,"One of the pro-Brexit arguments for the games industry before Brexit, was that this would be VGTR unleashed",None,[],"[['None', '0.6355'], ['Jon Hare', '0.3645']]"
2020-01-26,"was meant to be the week when church bells were rung, coins struck, stamps issued and bonfires lit to send beacons of freedom from hilltop to hilltop. This was the Friday when Charles Moore's retainers were meant to be weaving through the moonlit lanes of Sussex, half blind with scrumpy, singing Brexit shanties at the tops of their voices and beating the hedgerows with staves.",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.6449'], ['None', '0.2369'], ['Charles Moore', '0.1182']]"
2020-01-10,"What was clear from the general election is that while people are interested in Brexit, they're also passionate about local issues.",Helen Thomas,"['Q16150554', 'Q253364']","[['Helen Thomas', '0.8986'], ['None', '0.098'], ['Andrew Marr', '0.0034']]"
2020-01-29,better than a crash out Brexit,None,[],"[['None', '0.6537'], ['Martina Anderson', '0.1476'], ['Peter Mandelson', '0.0623'], ['Jacob Rees-Mogg', '0.0595'], ['Naomi Long', '0.0448'], ['Diane Dodds', '0.0321']]"
2020-02-24,"Here we laugh at everything -- the royal family, Brexit, local and national politics and every religion -- Islam, Judaism and Catholicism,",Christoph D'Haese,['Q2305667'],"[[""Christoph D'Haese"", '0.9606'], ['None', '0.0394']]"
2020-02-29,"I count myself as a British person and a European, and will always be so, with or without Brexit,",Helen Mirren,['Q349391'],"[['Helen Mirren', '0.7482'], ['None', '0.183'], ['Andre Holland', '0.0373'], ['Golden Bear', '0.0203'], ['Elizabeth II', '0.0112']]"
2020-01-25,"Brexit is prompting a redesign of our immigration system. Undocumented people are at far greater risk of severe exploitation, including modern slavery offences. An amnesty for those without correct paperwork would provide vital protection.",None,[],"[['None', '0.6832'], ['Omar Khan', '0.2442'], ['Boris Johnson', '0.0726']]"
2020-04-01,"If they don't think we can export food around the world, they would make an absolute meal of the Brexit negotiations -- and we would all pay the price.",None,[],"[['None', '0.7616'], ['Jeremy Corbyn', '0.1304'], ['Emily Thornberry', '0.108']]"
2020-01-08,"The message has been sent, yet again: Scotland stands firmly against Brexit, and rather than being taken out of Europe against its will, now wishes to exercise its right to choose its own future.",Adam Tomkins,['Q4679900'],"[['Adam Tomkins', '0.8518'], ['None', '0.1482']]"
2020-02-05,Time to bring people on both sides of Brexit together.,Richard Benyon,"['Q20816427', 'Q262931']","[['Richard Benyon', '0.6319'], ['None', '0.2868'], ['David Lister', '0.0813']]"
2020-03-06,"The lack of detail and limited data contained in the report is indicative of the secretive way that the government is delivering Brexit,",Stephen Dorrell,['Q300349'],"[['Stephen Dorrell', '0.8961'], ['None', '0.0871'], ['Gareth Davies', '0.0152'], ['Boris Johnson', '0.0017']]"
2020-01-06,"Johnson's hard-right Brexit makes me fear for Scotland's future, but it's no reason to accept austerity in a separate Scotland as the least worst option.",Richard Leonard,"['Q24039896', 'Q50365677', 'Q7327335']","[['Richard Leonard', '0.7991'], ['None', '0.1549'], ['Monica Lennon', '0.0339'], ['John McDonnell', '0.0121']]"
2020-02-04,"By perfect timing, Brexit came along... and the whole concept of Brexit felt [ almost ] too similar to what we were trying to do with the game... We all wanted to scream about this awful thing happening in our country.",Mike Rose,"['Q15460076', 'Q6848617', 'Q6848618']","[['Mike Rose', '0.8421'], ['None', '0.1579']]"
2020-02-28,"Every vote for the Liberal Democrats is a vote to stop Brexit, build a brighter future and keep our communities safe.",Christine Jardine,['Q30164696'],"[['Christine Jardine', '0.8094'], ['None', '0.1731'], ['Boris Johnson', '0.0175']]"
2020-02-03,seen as already agreed in the initial Brexit divorce deal were not being,None,[],"[['None', '0.7141'], ['Boris Johnson', '0.2859']]"
2020-02-20,"We are delighted with the results achieved this year, we had targeted double-digit revenue growth and delivered it notwithstanding difficult macro-economic conditions such as Brexit,",Neil Campbell,"['Q16184110', 'Q55943677', 'Q6988347', 'Q6988350']","[['Neil Campbell', '0.8787'], ['None', '0.1213']]"
2020-01-11,"but there's now a counter view that he has a five-year mandate, he has all these proletarian votes borrowed [ from former Labour constituencies ], they want shot of Brexit, he doesn't want to import another mutiny into the Conservative party à la [ John ] Major, [ David ] Cameron or [ Theresa ] May.",None,[],"[['None', '0.9055'], ['Boris Johnson', '0.0945']]"
2020-01-24,"This is not a surprise appointment. Chris Woolard has been responsible for FCA policy, strategy and innovation during a difficult period for the regulator. He seems a perfect fit to meet the immediate challenge of Brexit-related negotiations and future UK regulatory policy.",Paul Edmondson,['Q11940599'],"[['Paul Edmondson', '0.8871'], ['None', '0.0762'], ['Sajid Javid', '0.0283'], ['Andrew Bailey', '0.0056'], ['Mark Carney', '0.0029']]"
2020-03-24,"Margaret Thatcher famously said: `There's no such thing as society. There are individual men and women and there are families. And no government can do anything except through people.' Mr Johnson is realising that sometimes people have to be made to do the right thing, and that there is such a thing as the common good. The Tory champions of capitalism, who understood the cost of everything but the value of nothing, have concluded that at a time of global emergency the state may be the only possible safety net... The political Rubik's cube had already been scrambled by Brexit, with the traditional red and blue sides muddled up at the last general election. Now the cube has been entirely dismantled and it is not clear how it will ever be put back together.",None,[],"[['None', '0.3772'], ['Rachel Sylvester', '0.3411'], ['Charles Moore', '0.2817']]"
2020-03-04,Our objective is to demonstrate the strength of cooperation that exists within the border economy. Cooperation has been central to the economic success of the Dundalk and Newry region. Our businesses need to plan for the future trading relationship post Brexit. The conference programme includes a number of key specialists who will provide practical advice and support for border businesses.,Pat McCormick,"['Q288542', 'Q7143723']","[['Pat McCormick', '0.8894'], ['None', '0.1014'], ['Paul Healy', '0.0092']]"
2020-01-23,"All three of the UK's devolved Parliaments refused to give their legislative consent for Boris Johnson's damaging Brexit agreement, and the UK government's decision to plough ahead in spite of this shows absolutely no regard for the devolution settlement,",Ian Blackford,['Q18921442'],"[['Ian Blackford', '0.9638'], ['None', '0.0265'], ['Boris Johnson', '0.0097']]"
2020-01-21,"I must admit that some of us are not keen on a Brexit situation but I must also say we are glad that it has happened,",Uhuru Kenyatta,['Q196070'],"[['Uhuru Kenyatta', '0.9267'], ['None', '0.0733']]"
2020-01-03,"Leo, on foot of the Liverpool meeting with Boris Johnson, stands to gain a lot from a deal being done and a hard Brexit being avoided,",None,[],"[['None', '0.8918'], ['Maria Bailey', '0.0583'], ['Dara Murphy', '0.0499']]"
2020-02-15,"Macron: Brexit a `Historic Wake-up Call' ... for MORE EU, Not Less",None,[],"[['None', '0.5926'], ['Ursula von der Leyen', '0.4074']]"
2020-01-10,"The year started in 2019 with a Dusit attack but again the perception has not gone that is why the growth and the fear was real, the second problem we had was the reduced budget by the Ministry of Treasury and finally the slow down in the global economy, uncertainty of Brexit, and China woes with US,",Najib Balala,['Q12053090'],"[['Najib Balala', '0.9353'], ['None', '0.0647']]"
2020-04-07,be trusted to deliver Brexit,None,[],"[['None', '0.5948'], ['Dominic Raab', '0.1964'], ['Theresa May', '0.1348'], ['Boris Johnson', '0.074']]"
2020-02-21,rise above the knife fight that is Brexit,None,[],"[['None', '0.3383'], ['Rachel Kyte', '0.2908'], ['Mike Bloomberg', '0.2241'], ['Jeff Bezos', '0.1082'], ['President Trump', '0.0385']]"
2020-02-01,"The only thing we have done when it comes to Brexit is to tell the people the truth,",Micheál Martin,['Q920403'],"[['Micheál Martin', '0.7604'], ['None', '0.2204'], ['Leo Varadkar', '0.0192']]"
